,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
51937,P26_114_2,P26,P26_114,00:00:06.611,00:00:06.91,00:00:10.92,345,546,pick up baking tray,pick-up,0,tray:baking,35,['tray:baking'],[35]
60677,P30_107_126,P30,P30_107,00:05:38.11,00:05:37.54,00:05:38.50,16877,16925,take sweet corn,take,0,corn:sweet,125,['corn:sweet'],[125]
65981,P35_108_377,P35,P35_108,00:25:21.101,00:25:20.98,00:25:22.04,76049,76102,pick up container,pick-up,0,container,21,['container'],[21]
37057,P22_07_112,P22,P22_07,00:04:13.290,00:04:12.25,00:04:13.51,15135,15210,open drawer,open,3,drawer,8,['drawer'],[8]
20286,P04_112_136,P04,P04_112,00:04:01.100,00:04:00.27,00:04:01.52,12013,12076,put bowl on chopping board,put-on,1,bowl,7,"['bowl', 'board:chopping']","[7, 18]"
24869,P06_101_2,P06,P06_101,00:00:06.430,00:00:05.80,00:00:12.61,290,630,pick up pepper,pick-up,0,pepper,37,['pepper'],[37]
23968,P06_03_100,P06,P06_03,00:07:09.979,00:07:07.77,00:07:09.22,25666,25753,put down counter,put-down,1,counter,42,['counter'],[42]
46831,P23_102_249,P23,P23_102,00:24:00.354,00:23:59.84,00:24:00.74,71992,72037,put plate,put,1,plate,2,['plate'],[2]
39971,P22_109_131,P22,P22_109,00:04:06.850,00:04:05.98,00:04:06.76,12299,12338,pick up glass,pick-up,0,glass,10,['glass'],[10]
39983,P22_109_142,P22,P22_109,00:04:21.601,00:04:21.50,00:04:22.25,13075,13112,pick up spoon rest,pick-up,0,rest:spoon,109,['rest:spoon'],[109]
37949,P22_08_248,P22,P22_08,00:10:15.970,00:10:15.59,00:10:17.02,36935,37021,open drawer,open,3,drawer,8,['drawer'],[8]
57359,P28_111_55,P28,P28_111,00:03:10.907,00:03:05.29,00:03:10.18,9264,9509,wash pot,wash,2,pot,29,['pot'],[29]
21600,P04_117_76,P04,P04_117,00:02:48.850,00:02:45.95,00:02:49.71,8297,8485,put loaf of bread on cooling rack,put-on,1,loaf:bread,33,"['loaf:bread', 'rack:cooling']","[33, 110]"
27840,P08_04_5,P08,P08_04,00:00:19.179,00:00:15.59,00:00:18.96,935,1137,clean bottom of processor,clean,2,bottom:processor,147,['bottom:processor'],[147]
21160,P04_115_31,P04,P04_115,00:01:19.350,00:01:18.51,00:01:20.05,3925,4002,open drawer,open,3,drawer,8,['drawer'],[8]
55578,P28_03_88,P28,P28_03,00:06:50.160,00:06:35.02,00:06:37.03,23701,23821,open cupboard,open,3,cupboard,3,['cupboard'],[3]
29206,P08_23_27,P08,P08_23,00:01:59.840,00:01:54.69,00:01:56.80,6881,7008,still washing salad,wash,2,salad,68,['salad'],[68]
39285,P22_106_107,P22,P22_106,00:03:05.101,00:03:04.54,00:03:05.14,9227,9257,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
46529,P23_101_295,P23,P23_101,00:25:45.601,00:25:43.64,00:25:46.09,77182,77304,put plate,put,1,plate,2,['plate'],[2]
12900,P03_09_143,P03,P03_09,00:08:04.690,00:08:02.16,00:08:02.91,28929,28974,put cutlery,put,1,cutlery,58,['cutlery'],[58]
62538,P30_111_254,P30,P30_111,00:10:33.35,00:10:32.13,00:10:33.15,31606,31657,open drawer,open,3,drawer,8,['drawer'],[8]
50204,P25_107_205,P25,P25_107,00:17:57.106,00:17:57.02,00:17:58.06,53851,53903,put down fork,put-down,1,fork,14,['fork'],[14]
32811,P12_04_5,P12,P12_04,00:00:27.560,00:00:26.86,00:00:28.67,1611,1720,take bottle,take,0,bottle,15,['bottle'],[15]
44114,P22_13_24,P22,P22_13,00:00:45.640,00:00:43.71,00:00:45.24,2622,2714,put down coffee pot,put-down,1,pot:coffee,50,['pot:coffee'],[50]
52694,P26_124_99,P26,P26_124,00:06:31.616,00:06:31.15,00:06:32.80,19557,19640,rinse knife,rinse,2,knife,4,['knife'],[4]
56170,P28_101_18,P28,P28_101,00:01:04.162,00:01:03.63,00:01:04.51,3181,3225,take tomato,take,0,tomato,43,['tomato'],[43]
2704,P01_105_54,P01,P01_105,00:01:08.101,00:01:08.25,00:01:09.36,3412,3468,pick up container,pick-up,0,container,21,['container'],[21]
57341,P28_111_39,P28,P28_111,00:01:55.657,00:01:55.46,00:01:56.67,5773,5833,put mobile phone,put,1,phone:mobile,165,['phone:mobile'],[165]
27021,P07_110_8,P07,P07_110,00:00:22.900,00:00:22.74,00:00:24.10,1137,1205,grab glass,grab,0,glass,10,['glass'],[10]
66415,P35_109_173,P35,P35_109,00:11:15.936,00:11:15.10,00:11:16.71,33755,33835,put down coffee holder,put-down,1,holder:coffee,135,['holder:coffee'],[135]
47545,P24_03_10,P24,P24_03,00:00:33.610,00:00:33.28,00:00:34.26,1996,2055,rinse plate,rinse,2,plate,2,['plate'],[2]
66625,P37_101_107,P37,P37_101,00:04:55.904,00:04:55.50,00:04:57.55,14775,14877,take chopping board,take,0,board:chopping,18,['board:chopping'],[18]
39788,P22_107_62,P22,P22_107,00:01:59.601,00:01:58.27,00:01:58.91,5913,5945,pick up bottle,pick-up,0,bottle,15,['bottle'],[15]
56713,P28_104_188,P28,P28_104,00:10:25.905,00:10:24.77,00:10:26.32,31238,31316,put ladle,put,1,ladle,97,['ladle'],[97]
46631,P23_101_7,P23,P23_101,00:00:12.350,00:00:11.77,00:00:12.97,588,648,take pan,take,0,pan,5,['pan'],[5]
14172,P03_112_14,P03,P03_112,00:00:29.350,00:00:29.38,00:00:29.95,1469,1497,pick up pan,pick-up,0,pan,5,['pan'],[5]
51914,P26_112_99,P26,P26_112,00:05:21.900,00:05:21.76,00:05:30.29,16088,16514,lather fork,lather,2,fork,14,['fork'],[14]
56976,P28_106_40,P28,P28_106,00:02:53.658,00:02:54.05,00:02:55.30,8702,8765,take dish,take,0,dish,2,['dish'],[2]
62782,P30_111_474,P30,P30_111,00:21:40.10,00:21:36.39,00:21:40.10,64819,65004,pick up onion pieces,pick-up,0,piece:onion,16,['piece:onion'],[16]
3337,P01_108_30,P01,P01_108,00:01:12.351,00:01:12.25,00:01:13.29,3612,3664,put down wok,put-down,1,wok,5,['wok'],[5]
18322,P04_107_308,P04,P04_107,00:09:39.604,00:09:39.07,00:09:40.19,28953,29009,lay out greaseproof paper,lay-out,1,paper:greaseproof,49,['paper:greaseproof'],[49]
66933,P37_101_45,P37,P37_101,00:02:13.656,00:02:13.84,00:02:15.41,6692,6770,rinse chicken thighs,rinse,2,thigh:chicken,57,['thigh:chicken'],[57]
35770,P20_04_143,P20,P20_04,00:10:04.380,00:10:01.12,00:10:02.98,36067,36178,put down bowl,put-down,1,bowl,7,['bowl'],[7]
37005,P22_06_67,P22,P22_06,00:02:44.420,00:02:39.61,00:02:43.85,9576,9831,rinse cup,rinse,2,cup,13,['cup'],[13]
15164,P03_120_38,P03,P03_120,00:01:17.350,00:01:17.00,00:01:19.31,3850,3965,pick up scales,pick-up,0,scale,108,['scale'],[108]
35202,P20_01_106,P20,P20_01,00:05:35.379,00:05:32.26,00:05:39.26,19935,20355,open dishwasher drawer,open,3,drawer:dishwasher,70,['drawer:dishwasher'],[70]
43375,P22_117_406,P22,P22_117,00:14:58.351,00:14:56.14,00:15:00.44,44807,45022,put down lid,put-down,1,lid,6,['lid'],[6]
65800,P35_108_213,P35,P35_108,00:12:56.601,00:12:55.50,00:13:02.16,38775,39108,lather knife,lather,2,knife,4,['knife'],[4]
56522,P28_103_281,P28,P28_103,00:28:11.159,00:28:08.91,00:28:11.63,84445,84581,put cup,put,1,cup,13,['cup'],[13]
31517,P11_08_1,P11,P11_08,00:00:04.040,00:00:03.55,00:00:05.34,213,320,unzip backpack,unzip,3,backpack,235,['backpack'],[235]
2068,P01_103_5,P01,P01_103,00:00:13.351,00:00:13.01,00:00:14.65,650,732,pick up wok,pick-up,0,wok,5,['wok'],[5]
66800,P37_101_265,P37,P37_101,00:20:49.162,00:20:47.36,00:20:48.99,62367,62449,take chicken thighs,take,0,thigh:chicken,57,['thigh:chicken'],[57]
13991,P03_109_59,P03,P03_109,00:02:31.100,00:02:30.89,00:02:31.84,7544,7592,pick up plate,pick-up,0,plate,2,['plate'],[2]
64312,P35_104_274,P35,P35_104,00:19:20.601,00:19:20.21,00:19:20.75,58010,58037,put down kitchen roll,put-down,1,roll:kitchen,93,['roll:kitchen'],[93]
15993,P04_01_212,P04,P04_01,00:15:14.370,00:15:12.83,00:15:14.71,54769,54882,pick up salt,pick-up,0,salt,38,['salt'],[38]
2530,P01_105_383,P01,P01_105,00:15:03.853,00:15:04.06,00:15:04.71,45203,45235,open food bin,open,3,bin:food,36,['bin:food'],[36]
41171,P22_10_91,P22,P22_10,00:02:58.209,00:02:55.71,00:02:56.30,10542,10578,pick up coffee maker,pick-up,0,maker:coffee,50,['maker:coffee'],[50]
29507,P08_26_70,P08,P08_26,00:04:37.910,00:04:29.25,00:04:38.25,16155,16695,clean kitchen top,clean,2,top:kitchen,42,['top:kitchen'],[42]
12334,P03_04_0,P03,P03_04,00:00:05.540,00:00:03.24,00:00:08.10,194,486,put bags,put,1,bag,19,['bag'],[19]
55500,P28_03_17,P28,P28_03,00:00:58.920,00:00:53.87,00:00:55.18,3232,3310,open drawer,open,3,drawer,8,['drawer'],[8]
15481,P03_15_0,P03,P03_15,00:00:05.319,00:00:03.82,00:00:04.75,229,285,pick up lid,pick-up,0,lid,6,['lid'],[6]
66329,P35_108_97,P35,P35_108,00:05:22.101,00:05:21.29,00:05:25.69,16064,16284,wash spoon,wash,2,spoon,1,['spoon'],[1]
44308,P22_14_193,P22,P22_14,00:08:08.550,00:08:11.95,00:08:13.21,29517,29592,put down down plate,put-down,1,plate,2,['plate'],[2]
29882,P09_104_0,P09,P09_104,00:00:04.560,00:00:02.84,00:00:05.39,142,269,take jug,take,0,jug,66,['jug'],[66]
62914,P30_111_593,P30,P30_111,00:27:30.35,00:27:29.08,00:27:31.10,82454,82555,put gin bottle on top of cupboard,put-on,1,bottle:gin,15,"['bottle:gin', 'top:cupboard']","[15, 3]"
62164,P30_10_28,P30,P30_10,00:01:41.070,00:01:40.06,00:01:41.98,6003,6118,take kettle,take,0,kettle,44,['kettle'],[44]
22073,P04_120_170,P04,P04_120,00:07:44.600,00:07:44.15,00:07:44.57,23207,23228,put tea towel on oven door,put-on,1,towel:tea,52,"['towel:tea', 'door:oven']","[52, 46]"
58374,P29_03_196,P29,P29_03,00:11:35.070,00:11:34.80,00:11:38.22,41688,41893,wash bowl,wash,2,bowl,7,['bowl'],[7]
36058,P20_04_48,P20,P20_04,00:02:48.060,00:02:44.79,00:02:46.29,9887,9977,put down glasses,put-down,1,glass,10,['glass'],[10]
61825,P30_109_129,P30,P30_109,00:03:37.350,00:03:36.19,00:03:37.60,10809,10880,pick up kettle,pick-up,0,kettle,44,['kettle'],[44]
30607,P10_04_374,P10,P10_04,00:39:29.250,00:39:15.06,00:39:17.13,141303,141427,put the brush away,put,1,brush,103,['brush'],[103]
22021,P04_120_123,P04,P04_120,00:06:26.350,00:06:25.95,00:06:28.55,19297,19427,open dishwasher drawer,open,3,drawer:dishwasher,70,['drawer:dishwasher'],[70]
37756,P22_07_75,P22,P22_07,00:02:29.840,00:02:28.82,00:02:29.45,8929,8967,put down onion,put-down,1,onion,16,['onion'],[16]
4012,P01_109_669,P01,P01_109,00:50:00.350,00:50:00.54,00:50:02.61,150027,150130,rinse hands,rinse,2,hand,11,['hand'],[11]
59174,P30_04_35,P30,P30_04,00:01:50.100,00:01:47.19,00:01:50.78,6431,6646,put forks,put,1,fork,14,['fork'],[14]
10049,P02_122_33,P02,P02_122,00:01:37.156,00:01:36.85,00:01:38.13,4842,4906,open fridge,open,3,fridge,12,['fridge'],[12]
59925,P30_05_718,P30,P30_05,00:51:37.710,00:51:43.59,00:51:44.61,186215,186276,take bottles,take,0,bottle,15,['bottle'],[15]
56960,P28_106_26,P28,P28_106,00:01:40.402,00:01:40.45,00:01:41.89,5022,5094,open cupboard,open,3,cupboard,3,['cupboard'],[3]
5086,P01_18_461,P01,P01_18,00:37:07.269,00:37:05.59,00:37:07.00,133535,133620,take container,take,0,container,21,['container'],[21]
64956,P35_105_150,P35,P35_105,00:11:23.603,00:11:21.00,00:11:25.45,34050,34272,pick up meat,pick-up,0,meat,28,['meat'],[28]
35893,P20_04_254,P20,P20_04,00:19:51.150,00:19:48.46,00:19:51.71,71307,71502,rinse hand,rinse,2,hand,11,['hand'],[11]
30660,P10_04_423,P10,P10_04,00:45:36.849,00:45:19.59,00:45:20.75,163175,163245,put the spade back,put,1,spade,1,['spade'],[1]
20607,P04_113_194,P04,P04_113,00:05:57.850,00:05:57.48,00:05:58.17,17874,17908,pick up tofu packet,pick-up,0,packet:tofu,26,['packet:tofu'],[26]
42414,P22_113_259,P22,P22_113,00:09:09.351,00:09:08.45,00:09:09.28,27422,27464,put coffee pod,put,1,pod:coffee,59,['pod:coffee'],[59]
57647,P28_113_73,P28,P28_113,00:03:15.402,00:03:14.70,00:03:15.76,9735,9788,take bell pepper,take,0,pepper:bell,37,['pepper:bell'],[37]
55502,P28_03_19,P28,P28_03,00:01:06.440,00:00:56.56,00:00:57.27,3393,3436,open drawer,open,3,drawer,8,['drawer'],[8]
11592,P02_130_5,P02,P02_130,00:00:11.409,00:00:11.99,00:00:12.99,599,649,put down glass,put-down,1,glass,10,['glass'],[10]
48489,P24_08_189,P24,P24_08,00:14:05.950,00:14:04.51,00:14:05.22,50670,50713,put lid on saucepan,put-on,1,lid,6,"['lid', 'saucepan']","[6, 5]"
29558,P08_27_26,P08,P08_27,00:02:29.909,00:02:28.03,00:02:29.44,8881,8966,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70]
60933,P30_107_357,P30,P30_107,00:18:11.63,00:18:04.02,00:18:04.93,54201,54246,take mushroom,take,0,mushroom,56,['mushroom'],[56]
62649,P30_111_354,P30,P30_111,00:14:34.10,00:14:33.83,00:14:34.39,43691,43719,put container lid on drying rack,put-on,1,lid:container,6,"['lid:container', 'rack:drying']","[6, 110]"
3375,P01_108_65,P01,P01_108,00:02:18.101,00:02:17.61,00:02:18.62,6880,6931,put down cloth,put-down,1,cloth,17,['cloth'],[17]
49825,P25_106_135,P25,P25_106,00:12:42.108,00:12:37.59,00:12:42.25,37879,38112,put down knife,put-down,1,knife,4,['knife'],[4]
66408,P35_109_167,P35,P35_109,00:10:57.351,00:10:56.58,00:10:58.86,32829,32943,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5]
35946,P20_04_301,P20,P20_04,00:30:51.640,00:30:50.77,00:30:52.65,111046,111159,pick up bowl,pick-up,0,bowl,7,['bowl'],[7]
45482,P22_17_263,P22,P22_17,00:10:29.390,00:10:27.61,00:10:31.99,37656,37919,put glass,put,1,glass,10,['glass'],[10]
39847,P22_108_20,P22,P22_108,00:00:53.601,00:00:53.15,00:00:54.14,2657,2707,put down cloth,put-down,1,cloth,17,['cloth'],[17]
40927,P22_10_257,P22,P22_10,00:09:16.300,00:09:12.12,00:09:12.87,33127,33172,grab potato peeler,grab,0,peeler:potato,87,['peeler:potato'],[87]
17058,P04_05_306,P04,P04_05,00:34:04.669,00:34:06.58,00:34:07.87,122794,122872,put tuna patties away,put,1,patty:tuna,139,['patty:tuna'],[139]
47610,P24_03_51,P24,P24_03,00:03:04.300,00:03:03.68,00:03:04.97,11020,11098,open door,open,3,door,3,['door'],[3]
28657,P08_21_113,P08,P08_21,00:06:32.330,00:06:34.79,00:06:37.81,23687,23868,get coconut,get,0,coconut,196,['coconut'],[196]
14684,P03_118_12,P03,P03_118,00:00:16.850,00:00:16.72,00:00:17.35,836,867,open cupboard,open,3,cupboard,3,['cupboard'],[3]
16620,P04_03_5,P04,P04_03,00:00:15.889,00:00:16.06,00:00:18.32,963,1099,pick up carrot,pick-up,0,carrot,41,['carrot'],[41]
13403,P03_102_29,P03,P03_102,00:01:03.601,00:01:03.29,00:01:04.47,3164,3223,pick up cans of soup from cupboard,pick-up,0,can:soup,61,"['can:soup', 'cupboard']","[61, 3]"
58972,P30_03_142,P30,P30_03,00:08:17.080,00:08:14.03,00:08:15.75,29641,29745,put mug,put,1,mug,13,['mug'],[13]
46039,P23_02_63,P23,P23_02,00:09:22.450,00:09:18.29,00:09:26.74,33497,34004,taking the red chilli,take,0,chilli:red,69,['chilli:red'],[69]
39086,P22_104_12,P22,P22_104,00:00:37.601,00:00:35.07,00:00:37.28,1753,1864,open bag,open,3,bag,19,['bag'],[19]
20271,P04_112_122,P04,P04_112,00:03:28.850,00:03:28.27,00:03:29.02,10413,10451,put down dough,put-down,1,dough,25,['dough'],[25]
6237,P02_06_113,P02,P02_06,00:04:17.819,00:04:18.13,00:04:24.00,15487,15840,rinse plate,rinse,2,plate,2,['plate'],[2]
13380,P03_101_99,P03,P03_101,00:03:00.854,00:03:00.47,00:03:03.99,9023,9199,wash scissors,wash,2,scissors,79,['scissors'],[79]
46597,P23_101_39,P23,P23_101,00:01:22.101,00:01:21.64,00:01:23.74,4082,4187,put plate,put,1,plate,2,['plate'],[2]
9351,P02_118_179,P02,P02_118,00:09:19.172,00:09:19.36,00:09:19.93,27968,27996,pick up washing liquid,pick-up,0,liquid:washing,22,['liquid:washing'],[22]
31746,P11_103_42,P11,P11_103,00:01:46.601,00:01:46.45,00:01:47.05,5322,5352,put down bowl,put-down,1,bowl,7,['bowl'],[7]
13787,P03_109_244,P03,P03_109,00:13:24.352,00:13:23.59,00:13:28.34,40179,40417,wipe side,wipe,2,side,42,['side'],[42]
27048,P07_111_27,P07,P07_111,00:01:04.880,00:01:04.62,00:01:15.46,3231,3773,rinse glass,rinse,2,glass,10,['glass'],[10]
14052,P03_10_23,P03,P03_10,00:00:49.980,00:00:48.67,00:00:49.67,2920,2980,place knife,place,1,knife,4,['knife'],[4]
43304,P22_117_342,P22,P22_117,00:12:58.864,00:12:58.46,00:13:00.15,38923,39007,rinse peeler,rinse,2,peeler,87,['peeler'],[87]
18435,P04_107_41,P04,P04_107,00:01:32.350,00:01:31.94,00:01:32.69,4597,4634,pick up dough,pick-up,0,dough,25,['dough'],[25]
34987,P19_01_1,P19,P19_01,00:00:05.290,00:00:03.71,00:00:06.46,222,387,take pan,take,0,pan,5,['pan'],[5]
40556,P22_109_659,P22,P22_109,00:27:49.859,00:27:48.96,00:27:50.53,83448,83526,pick up burner cap,pick-up,0,cap:burner,24,['cap:burner'],[24]
54830,P27_104_4,P27,P27_104,00:00:15.102,00:00:14.84,00:00:15.56,742,778,put down coffee pod,put-down,1,pod:coffee,59,['pod:coffee'],[59]
45817,P22_17_59,P22,P22_17,00:02:26.650,00:02:26.80,00:02:30.37,8808,9022,wash cutlery,wash,2,cutlery,58,['cutlery'],[58]
26404,P07_101_23,P07,P07_101,00:02:19.900,00:02:18.51,00:02:20.16,6925,7008,wash hands,wash,2,hand,11,['hand'],[11]
10320,P02_123_277,P02,P02_123,00:14:25.406,00:14:24.62,00:14:25.77,43231,43288,pick up glass,pick-up,0,glass,10,['glass'],[10]
44530,P22_15_130,P22,P22_15,00:05:06.130,00:05:02.86,00:05:03.61,18171,18216,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
28396,P08_08_7,P08,P08_08,00:00:16.510,00:00:15.22,00:00:18.47,913,1108,wash pear,wash,2,pear,239,['pear'],[239]
15607,P03_19_144,P03,P03_19,,00:07:21.16,00:07:22.22,26469,26533,grab lid,grab,0,lid,6,['lid'],[6]
7217,P02_09_7,P02,P02_09,00:00:23.650,00:00:23.54,00:00:24.14,1412,1448,put yeast,put,1,yeast,195,['yeast'],[195]
28534,P08_18_59,P08,P08_18,00:03:33.790,00:03:37.41,00:03:41.58,13044,13294,place dishwasher soap,place,1,soap:dishwasher,22,['soap:dishwasher'],[22]
575,P01_05_122,P01,P01_05,00:07:19.529,00:07:19.19,00:07:20.27,26351,26416,take sausages,take,0,sausage,86,['sausage'],[86]
47125,P23_102_514,P23,P23_102,00:49:28.350,00:49:26.99,00:49:28.81,148349,148440,put butter,put,1,butter,78,['butter'],[78]
51495,P26_105_60,P26,P26_105,00:03:13.601,00:03:13.80,00:03:14.57,9690,9728,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35]
25982,P06_113_96,P06,P06_113,00:03:50.707,00:03:50.05,00:03:51.60,11502,11580,open fridge,open,3,fridge,12,['fridge'],[12]
56778,P28_104_60,P28,P28_104,00:03:20.408,00:03:20.34,00:03:20.84,10017,10042,open cupboard,open,3,cupboard,3,['cupboard'],[3]
52654,P26_124_62,P26,P26_124,00:04:34.126,00:04:33.08,00:04:34.45,13654,13722,put down detergent,put-down,1,detergent,22,['detergent'],[22]
1363,P01_09_411,P01,P01_09,00:29:53.640,00:29:53.16,00:29:54.11,107589,107646,open cupboard,open,3,cupboard,3,['cupboard'],[3]
66097,P35_108_481,P35,P35_108,00:32:29.850,00:32:29.14,00:32:30.08,97457,97504,put down container,put-down,1,container,21,['container'],[21]
20440,P04_112_44,P04,P04_112,00:01:18.603,00:01:17.72,00:01:19.15,3886,3957,put spoon on plate,put-on,1,spoon,1,"['spoon', 'plate']","[1, 2]"
26012,P07_02_6,P07,P07_02,00:00:39.660,00:00:30.40,00:00:40.96,1824,2457,rinse dish,rinse,2,dish,2,['dish'],[2]
67001,P37_102_105,P37,P37_102,00:08:38.662,00:08:38.68,00:08:39.10,25933,25955,take carrots,take,0,carrot,41,['carrot'],[41]
7353,P02_101_92,P02,P02_101,00:03:33.157,00:03:32.50,00:03:34.72,10625,10736,wash sponge,wash,2,sponge,9,['sponge'],[9]
25965,P06_113_80,P06,P06_113,00:02:52.909,00:02:51.09,00:02:53.54,8554,8677,put down lid,put-down,1,lid,6,['lid'],[6]
15780,P03_20_6,P03,P03_20,00:00:15.840,00:00:15.32,00:00:17.59,919,1055,pick up sauce,pick-up,0,sauce,47,['sauce'],[47]
39367,P22_106_181,P22,P22_106,00:05:05.600,00:05:03.85,00:05:06.23,15192,15311,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58]
25202,P06_102_119,P06,P06_102,00:11:28.404,00:11:26.66,00:11:31.60,34333,34580,put cling film over bowl,put-over,1,film:cling,100,"['film:cling', 'bowl']","[100, 7]"
22688,P04_121_386,P04,P04_121,00:17:27.853,00:17:26.76,00:17:28.63,52338,52431,put down bowl,put-down,1,bowl,7,['bowl'],[7]
34372,P14_04_14,P14,P14_04,00:01:07.530,00:01:00.89,00:01:09.36,3653,4161,wash paella,wash,2,paella,34,['paella'],[34]
66118,P35_108_50,P35,P35_108,00:02:08.600,00:02:08.59,00:02:10.45,6429,6522,pick up glass,pick-up,0,glass,10,['glass'],[10]
60023,P30_06_126,P30,P30_06,00:05:36.480,00:05:34.55,00:05:35.09,20073,20105,take filters,take,0,filter,77,['filter'],[77]
1111,P01_09_185,P01,P01_09,00:13:21.270,00:13:20.40,00:13:22.11,48024,48126,take cloth,take,0,cloth,17,['cloth'],[17]
13673,P03_109_141,P03,P03_109,00:08:03.660,00:08:03.26,00:08:04.34,24163,24217,pick up washing up brush,pick-up,0,brush:washing:up,103,['brush:washing:up'],[103]
45767,P22_17_520,P22,P22_17,00:19:48.070,00:19:47.27,00:19:49.02,71236,71341,clean table,clean,2,table,42,['table'],[42]
39177,P22_104_26,P22,P22_104,00:01:23.850,00:01:22.94,00:01:23.69,4147,4184,open drawer,open,3,drawer,8,['drawer'],[8]
29902,P09_104_27,P09,P09_104,00:02:32.325,00:02:30.56,00:02:32.98,7528,7648,take banana,take,0,banana,146,['banana'],[146]
61244,P30_107_637,P30,P30_107,00:32:53.12,00:32:52.13,00:32:53.18,98606,98659,pick up bowl,pick-up,0,bowl,7,['bowl'],[7]
25461,P06_103_78,P06,P06_103,00:04:29.710,00:04:29.62,00:04:30.51,13481,13525,pick up rice,pick-up,0,rice,55,['rice'],[55]
12623,P03_04_359,P03,P03_04,00:27:34.250,00:27:31.56,00:27:32.73,99093,99163,put glass,put,1,glass,10,['glass'],[10]
65671,P35_107_99,P35,P35_107,00:07:07.100,00:07:06.50,00:07:10.49,21325,21524,lather fork,lather,2,fork,14,['fork'],[14]
27597,P08_01_121,P08,P08_01,00:08:07.389,00:08:09.90,00:08:12.41,29394,29544,place on bread,place-on,1,bread,33,['bread'],[33]
1785,P01_09_792,P01,P01_09,00:53:12.920,00:53:13.28,00:53:14.11,191596,191646,take knife,take,0,knife,4,['knife'],[4]
56578,P28_103_67,P28,P28_103,00:04:34.905,00:04:33.50,00:04:39.35,13675,13967,take rubbish,take,0,rubbish,54,['rubbish'],[54]
45539,P22_17_314,P22,P22_17,00:12:07.209,00:12:07.24,00:12:08.86,43634,43731,put down utensil,put-down,1,utensil,154,['utensil'],[154]
10831,P02_129_106,P02,P02_129,00:03:54.410,00:03:54.26,00:03:55.19,11713,11759,pick up lid,pick-up,0,lid,6,['lid'],[6]
52755,P26_17_2,P26,P26_17,00:00:08.590,00:00:07.12,00:00:17.63,427,1057,put pasta onto plate,put-onto,1,pasta,45,"['pasta', 'plate']","[45, 2]"
27442,P07_117_125,P07,P07_117,00:06:04.500,00:06:04.42,00:06:04.98,18221,18249,open door,open,3,door,3,['door'],[3]
9285,P02_118_119,P02,P02_118,00:05:41.155,00:05:41.25,00:05:41.73,17062,17086,pick up knife,pick-up,0,knife,4,['knife'],[4]
43549,P22_11_168,P22,P22_11,00:05:57.139,00:05:55.82,00:06:00.39,21349,21623,rinse teaspoon,rinse,2,teaspoon,1,['teaspoon'],[1]
64096,P35_103_80,P35,P35_103,00:09:01.895,00:09:00.68,00:09:02.39,27033,27119,open container,open,3,container,21,['container'],[21]
62632,P30_111_339,P30,P30_111,00:14:11.35,00:14:10.86,00:14:11.86,42543,42593,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
50672,P25_11_43,P25,P25_11,00:04:59.789,00:04:58.31,00:04:59.13,17898,17947,pick up napkin,pick-up,0,napkin,88,['napkin'],[88]
